Serial2,F05_01,F05_01_ENG,F05_02,F05_02 ENG,F05_03,F05_04,F12,F13,F15,F15 ENG,F16,F16 ENG,F20,F21,F30,F30 ENG,F31_01,F31_01_ENG,F31_02,F31_02_ENG,F31_03,F31_03_ENG,F31_04,F31_04_ENG,F31_05,F31_05_ENG,F31_06,F31_06_ENG,F31_07,F31_07_ENG,F31_08,F31_08_ENG,F32,F33,hFerienDauer,hGruppePersonen,F80,F80_a05,F81_01,F81_02,F81_03,F81_04,F81_05,F81_06,F81_Total,F82_01,F82_02,F82_03,F82_04,F82_05,F82_06,F82_07,F82_Total,F83,F85,F105,F105A,F105_Code,F105_Code_nr,F105_OrgCode,F125,F125_ENG,F125_a11,F125_a11 ENG,F130,F130_a07,F135_01,F12_F13_Mittelwert_2Cat_final
11489,Europa,Europe,Rumänien,Romania,,,19.04.2023,25.04.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,7,4,€,,1000,200,500,100,0,0,1800,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,7,Winter
11501,Europa,Europe,Deutschland,Germany,Baden-Württemberg,,27.05.2023,29.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,3,3,€,,180,60,400,30,0,30,700,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Summer
11512,Europa,Europe,Frankreich,France,Île-de-France,,17.05.2023,24.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,€,,1000,400,300,0,0,0,1700,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,2,Summer
11520,Europa,Europe,Schweiz,Switzerland,Aargau,,17.05.2023,21.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,5,4,CHF,,235,50,100,0,25,0,410,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Campingplatz,Campsite,,,,,5,Summer
11525,Europa,Europe,Belgien,Belgium,Flemish Region,,26.05.2023,29.05.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,26+,,4,26+,€,,300,0,300,0,0,0,600,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Hotel / Kurhaus,Hotel / Spa House,,,***,,4,Summer
11526,Europa,Europe,Schweiz,Switzerland,Zürich,,18.05.2023,21.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,CHF,,800,20,600,0,0,0,1420,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,4,Summer
11533,Asien,Asia,Singapur,Singapore,North East,,13.05.2023,27.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),6,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,15,3,CHF,,5000,6000,2500,500,0,0,14000,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,2,Summer
11549,Europa,Europe,Portugal,Portugal,Lisboa,,24.05.2023,28.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,5,3,€,,800,200,300,60,50,0,1410,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Summer
11550,Afrika,Africa,Marokko,Morocco,,,29.04.2023,07.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,9,4,€,,1100,300,400,200,0,0,2000,,,,,,,,,,Ja,Vevey,,Vevey,290,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,***,,9,Summer
11551,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Essex,26.04.2023,05.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,10,2,CHF,,1200,80,500,0,150,0,1930,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Andere,Other,Day trip,Day trip,,,10,Winter
11561,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,Michigan,,15.05.2023,26.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,12,2,CHF,,1700,500,300,100,0,0,2600,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,"It was a day trip, we stayed overnight in Zurich","It was a day trip, we stayed overnight in Zurich",,,12,Summer
11572,Europa,Europe,Frankreich,France,Île-de-France,,04.06.2023,09.06.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,6,4,€,,4000,2000,2000,0,0,0,8000,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Hotel / Kurhaus,Hotel / Spa House,,,***,,6,Summer
11573,Europa,Europe,Belgien,Belgium,Wallonia,,06.06.2023,08.06.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,3,2,€,,300,0,300,0,0,450,1050,,,,,,,,,,Ja,La Tour-de-Peilz,,La Tour-de-Peilz,288,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,***,,3,Summer
11581,Europa,Europe,Deutschland,Germany,Bayern,,03.06.2023,10.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,8,1,€,,0,150,150,70,100,0,470,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,8,Summer
11587,Europa,Europe,Niederlande,Netherlands,Noord Holland,,09.06.2023,11.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,3,1,€,,150,50,60,0,0,0,260,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,3,Summer
11628,Europa,Europe,Frankreich,France,Occitanie,,07.06.2023,09.06.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,3,2,CHF,,300,0,250,250,0,0,800,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,3,Summer
11629,Europa,Europe,Schweiz,Switzerland,Aargau,,09.06.2023,11.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,8,,3,8,CHF,,2000,200,3000,0,0,0,5200,,,,,,,,,,Ja,La Tour-de-Peilz,,La Tour-de-Peilz,288,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,***,,3,Summer
11664,Europa,Europe,Schweiz,Switzerland,Tessin,,08.06.2023,12.06.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,5,2,CHF,,500,20,400,0,0,0,920,,,,,,,,,,Ja,Vevey,,Vevey,290,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,***,,0,Summer
11665,Europa,Europe,Deutschland,Germany,Brandenburg,,19.05.2023,26.05.2023,Frühling,Spring,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,5,15,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,3,,8,3,CHF,,2400,560,1700,200,0,0,4860,,,,,,,,,,Ja,Lausanne (??),,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,1,Summer
11667,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,Illinois,,29.05.2023,03.06.2023,Sommer,Summer,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,2,14,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,11,,6,11,$,,5000,400,600,20,0,0,6020,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,**,,1,Summer
11676,Europa,Europe,Tschechien,Czechia,Moravskoslezsky kraj,,18.05.2023,21.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,CHF,,340,100,100,40,40,30,650,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,1,Summer
11706,Europa,Europe,Schweiz,Switzerland,Basel-Landschaft,,01.05.2023,08.05.2023,Frühling,Spring,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,2,7,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,€,,550,0,140,50,0,0,740,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Campingplatz,Campsite,,,,,0,Summer
11715,Asien,Asia,Hongkong (CN),Hong Kong (CN),Eastern Hong Kong Island,,20.05.2023,28.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),3,,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,9,1,CHF,,600,200,300,120,0,0,1220,,,,,,,,,,Ja,Lausanne (??),,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,0,Summer
11718,Südamerika,South America,Chile,Chile,,,04.05.2023,07.05.2023,Frühling,Spring,Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz,Round trip through Europe: only one overnight stay in Switzerland,,4,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,4,1,CHF,,0,100,300,200,0,0,600,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Summer
11729,Südamerika,South America,Brasilien,Brazil,Distrito Federal,,25.04.2023,13.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),8,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,19,2,$,,4000,1000,2000,400,0,0,7400,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,2,Summer
11736,Europa,Europe,Schweiz,Switzerland,Zürich,,29.04.2023,06.05.2023,Frühling,Spring,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,8,4,CHF,,800,150,500,20,0,0,1470,,,,,,,,,,Ja,Le Chenit,,Le Chenit,756,Vallée de Joux,Gemietete Wohnung / Haus,Rented apartment / house,,,,,8,Summer
11739,Europa,Europe,Irland,Ireland,,,27.05.2023,02.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,7,4,CHF,,1400,200,600,100,200,500,3000,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,7,Summer
11742,Europa,Europe,Deutschland,Germany,Nordrhein-Westfalen,,08.06.2023,11.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,4,1,€,,0,225,100,0,0,100,425,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Summer
11754,Nord- und Mittelamerika,North and Central America,Übriges,Other,,,28.04.2023,07.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),4,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,10,2,CHF,,3000,800,1500,300,0,0,5600,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,2,Summer
11760,Asien,Asia,Malaysia,Malaysia,Pinang,,09.03.2023,16.03.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),6,,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,,4,8,4,CHF,,3000,2000,2000,6000,0,800,13800,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,*****,,1,Winter
11778,Europa,Europe,Schweiz,Switzerland,Basel-Stadt,,07.06.2023,23.06.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),8,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,,23,17,23,CHF,,15000,9500,5600,0,0,1000,31100,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,5,Summer
11791,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Surrey,27.05.2023,01.06.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,9,,6,9,£,,3000,600,1500,500,0,0,5600,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,4,Summer
11801,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Hackney,26.05.2023,03.06.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,7,,9,7,CHF,,5000,1000,3500,100,300,0,9900,,,,,,,,,,Ja,Prangins,,Prangins,314,Nyon Région Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,9,Summer
