Serial2;F05_01;F05_01 ENG;F05_02;F05_02 ENG;F05_03;F05_04;F12;F13;F15;F15 ENG;F16;F16 ENG;F17;F20;F21;F30;F30 ENG;F31_01;F31_01_ENG;F31_02;F31_02_ENG;F31_03;F31_03_ENG;F31_04;F31_04_ENG;F31_05;F31_05_ENG;F31_06;F31_06_ENG;F31_07;F31_07_ENG;F31_08;F31_08_ENG;F31_09;F32;F33;hFerienDauer;hGruppePersonen;F80;F80_a05;F81_01;F81_02;F81_03;F81_04;F81_05;F81_06;F81_Total;F82_01;F82_02;F82_03;F82_04;F82_05;F82_06;F82_07;F82_Total;F83;F85;F105;F105A;F105_Code;F105_Code_nr;F105_OrgCode;F125;F125_ENG;F125_a11;F125_a11 ENG;F130;F130_a07;F135_01;F12_F13_Mittelwert_2Cat_final
22553;Europa;Europe;Schweiz;Switzerland;Bern;;30.09.23;07.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;CHF;;1000;100;1000;30;100;50;2280;;;;;;;;;;Ja;Chexbres;;Chexbres;286;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;8;Summer
11458;Europa;Europe;Frankreich;France;Bourgogne-Franche-Comté;;27.05.23;29.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;3;5;€;;1000;0;800;20;15;0;1835;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
13187;Europa;Europe;Frankreich;France;Bretagne;;17.06.23;29.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;15;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;43;2;CHF;;1000;36;500;100;200;164;2000;;;;;;;;;;Ja;Le Chenit;;Le Chenit;756;Vallée de Joux;Campingplatz;Campsite;;;;;2;Summer
16668;Europa;Europe;Belgien;Belgium;Brussels;;06.08.23;11.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;6;5;€;;1000;300;700;0;500;0;2500;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;5;Summer
12503;Europa;Europe;Luxemburg;Luxembourg;Canton de Luxembourg;;26.05.23;30.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;5;4;€;;1000;0;750;100;50;0;1900;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Summer
24233;Europa;Europe;Spanien;Spain;Catalunya;;21.12.23;24.12.23;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;1;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;7;;4;7;€;;1000;500;500;200;0;0;2200;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Winter
24697;Europa;Europe;Spanien;Spain;Catalunya;;11.01.24;14.01.24;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;1000;100;800;300;0;400;2600;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;4;Winter
9524;Europa;Europe;Frankreich;France;Centre-Val de Loire;;15.04.23;26.04.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;3;17;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;12;1;CHF;;1000;150;800;0;0;0;1950;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;5;Winter
21768;Europa;Europe;Russland;Russia;Chuvashia;;23.09.23;01.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;9;5;CHF;;1000;400;2700;250;250;500;5100;;;;;;;;;;Ja;Morges (????);;Morges;295;Morges Région;Gemietete Wohnung / Haus;Rented apartment / house;;;;;9;Summer
22279;Europa;Europe;Spanien;Spain;Comunidad Autónoma de Castilla y León;;12.10.23;15.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;4;5;€;;1000;350;1200;300;0;200;3050;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Gemietete Wohnung / Haus;Rented apartment / house;;;;;4;Summer
21969;Europa;Europe;Spanien;Spain;Comunidad Autónoma de Castilla-La Mancha;;15.09.23;24.09.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;10;2;€;;1000;300;150;50;0;0;1500;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;;#N/A;;;;;;Summer
22732;Europa;Europe;Spanien;Spain;Comunidad Autónoma de Galicia;;12.10.23;15.10.23;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;4;5;CHF;;1000;580;800;40;120;48;2588;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Gruppenunterkunft;Group accommodation;;;;;4;Summer
14828;Europa;Europe;Spanien;Spain;Comunidad de Madrid;;28.06.23;04.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;7;2;CHF;;1000;400;500;0;250;200;2350;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Summer
14830;Europa;Europe;Spanien;Spain;Comunidad de Madrid;;28.06.23;04.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;7;1;CHF;;1000;400;500;0;250;200;2350;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Summer
19641;Asien;Asia;Indien;India;Delhi;;22.08.23;23.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;7;;2;7;€;;1000;1000;1000;0;0;0;3000;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
9429;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;London City of;03.04.23;09.04.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;3;18;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;14;;7;14;€;;1000;800;500;80;0;0;2380;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;3;Winter
11323;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Cornwall;17.05.23;25.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;9;2;£;;1000;600;600;500;150;100;2950;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;1;Summer
11960;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Barnsley;01.06.23;07.06.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;7;2;£;;1000;400;300;70;600;0;2370;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;;#N/A;;;;;;Summer
13092;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Lincolnshire;04.07.23;09.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;6;2;CHF;;1000;500;600;0;0;0;2100;;;;;;;;;;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;6;Summer
24272;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;London City of;26.12.23;29.12.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;£;;1000;300;600;50;50;100;2100;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;*****;;4;Winter
6936;Europa;Europe;Portugal;Portugal;Faro;;17.03.23;21.03.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;5;6;CHF;;1000;150;500;0;0;0;1650;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;5;Winter
20390;Europa;Europe;Belgien;Belgium;Flemish Region;;21.08.23;28.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;8;;8;8;€;;1000;500;1000;100;0;0;2600;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;8;Summer
21259;Europa;Europe;Belgien;Belgium;Flemish Region;;01.09.23;19.09.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;20;60;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;19;1;€;;1000;400;400;400;250;250;2700;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Jugendherberge / Hostel;Youth Hostel / Hostel;;;;;5;Summer
10785;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;Florida;;28.04.23;06.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;9;2;CHF;;1000;75;500;0;200;500;2275;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Andere;Other;Day trip from Geneva;Day trip from Geneva;;;0;Summer
17772;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;Florida;;31.07.23;13.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;6;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;14;4;$;;1000;200;800;400;300;250;2950;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;2;Summer
23019;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;Florida;;05.10.23;26.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;22;1;CHF;;1000;300;1000;300;0;0;2600;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;22;Summer
24675;Asien;Asia;Südkorea (ROK);South Korea (ROK);Gyeonggi-do;;06.01.24;13.01.24;Winter;Winter;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;2;28;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;CHF;;1000;1000;400;100;20;50;2570;;;;;;;;;;Ja;Nyon (??);;Nyon;313;Nyon Région Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;0;Winter
10976;Europa;Europe;Deutschland;Germany;Hessen;;19.05.23;26.05.23;Frühling;Spring;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;5;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;€;;1000;200;500;40;200;0;1940;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;5;Summer
11512;Europa;Europe;Frankreich;France;Île-de-France;;17.05.23;24.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;€;;1000;400;300;0;0;0;1700;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
11844;Europa;Europe;Frankreich;France;Île-de-France;;18.05.23;23.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;;;2;6;2;€;;1000;300;500;0;0;0;1800;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
15096;Europa;Europe;Frankreich;France;Île-de-France;;24.07.23;05.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;13;3;€;;1000;150;350;5;0;0;1505;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Hotel / Kurhaus;Hotel / Spa House;;;**;;1;Summer
15493;Europa;Europe;Frankreich;France;Île-de-France;;23.07.23;29.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;38;2;€;;1000;0;500;0;0;500;2000;;;;;;;;;;Ja;Vevey;;Vevey;290;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;38;Summer
17624;Europa;Europe;Frankreich;France;Île-de-France;;10.07.23;14.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;5;2;CHF;;1000;0;600;0;0;0;1600;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Summer
19087;Europa;Europe;Frankreich;France;Île-de-France;;21.08.23;27.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;7;5;€;;1000;0;400;200;0;390;1990;;;;;;;;;;Ja;Vevey;;Vevey;290;Montreux Riviera;;#N/A;;;;;;Summer
